country_iso2,name,code,city,region,latitude,longitude,port_type,status,traffic_level,annual_capacity,teu_capacity,trade_volume,importance_score,weather_risk,political_risk,logistic_risk,risk_score,risk_level,main_industries,shipping_routes,ai_recommendation,description
GS,"Stromness Harbor",STR49,"Stromness Harbor","South Georgia and the South Sandwich Islands",-54.15,-36.7,"Offshore Terminal",Active,High,19377199,2935165,19713545,0.77,13,98,24,45,Medium,Machinery,4,"Optimize supply chain through Stromness Harbor to reduce delays.","The port of Stromness Harbor is located in Stromness Harbor, South Georgia and the South Sandwich Islands. It plays a significant role in the region's trade."
GS,"Prince Olav Harbor",PRI29,"Prince Olav Harbor","South Georgia and the South Sandwich Islands",-54.03,-37.15,"River Port",Active,Low,36717346,7893603,15571107,0.95,10,22,71,34.33,Low,Machinery,15,"Optimize supply chain through Prince Olav Harbor to reduce delays.","The port of Prince Olav Harbor is located in Prince Olav Harbor, South Georgia and the South Sandwich Islands. It plays a significant role in the region's trade."
SS,"Port Sudan",POR18,"Port Sudan","Red Sea State",19.6,37.23,"River Port",Active,Low,39841480,1475183,15212167,0.61,88,81,44,71,Medium,Electronics,8,"Optimize supply chain through Port Sudan to reduce delays.","The port of Port Sudan is located in Port Sudan, Red Sea State. It plays a significant role in the region's trade."
SS,"Sawakin Harbor",SAW87,Sawakin,"Red Sea State",19.13,37.35,"River Port",Active,Medium,45300564,2944122,18225857,0.87,19,39,80,46,Medium,"Electronics, Automotive, Chemicals",9,"Optimize supply chain through Sawakin Harbor to reduce delays.","The port of Sawakin Harbor is located in Sawakin, Red Sea State. It plays a significant role in the region's trade."
SS,"Al Khair Oil Terminal",ALK10,"Al Khair Oil Terminal","South Sudan",19.58,37.25,Seaport,Active,High,37686800,7876484,9023751,0.93,15,29,52,32,Low,"Automotive, Agriculture",4,"Optimize supply chain through Al Khair Oil Terminal to reduce delays.","The port of Al Khair Oil Terminal is located in Al Khair Oil Terminal, South Sudan. It plays a significant role in the region's trade."
SS,"Beshayer Oil Terminal",BES73,Bashayer,"Red Sea State",19.4,37.32,Seaport,Active,High,6403472,6005300,2862823,0.55,8,30,64,34,Low,"Agriculture, Machinery, Automotive",17,"Optimize supply chain through Beshayer Oil Terminal to reduce delays.","The port of Beshayer Oil Terminal is located in Bashayer, Red Sea State. It plays a significant role in the region's trade."
ES,"Puerto De Alcudia",PUE48,Alcúdia,"Balearic Islands",39.83,3.13,"Dry Port",Active,High,28521684,8324311,5573533,0.75,70,43,67,60,Medium,"Agriculture, Electronics",17,"Optimize supply chain through Puerto De Alcudia to reduce delays.","The port of Puerto De Alcudia is located in Alcúdia, Balearic Islands. It plays a significant role in the region's trade."
ES,"Santa Cruz De Tenerife",SAN20,"Santa Cruz de Tenerife","Canary Islands",28.47,-16.23,Seaport,Active,High,5238146,3941304,5474261,0.59,14,23,67,34.67,Low,"Chemicals, Agriculture",9,"Optimize supply chain through Santa Cruz De Tenerife to reduce delays.","The port of Santa Cruz De Tenerife is located in Santa Cruz de Tenerife, Canary Islands. It plays a significant role in the region's trade."
ES,"Las Palmas",LAS82,"Las Palmas","Canary Islands",28.15,-15.42,Seaport,Active,Medium,49496633,281986,9627268,0.61,50,33,87,56.67,Medium,Energy,20,"Optimize supply chain through Las Palmas to reduce delays.","The port of Las Palmas is located in Las Palmas, Canary Islands. It plays a significant role in the region's trade."
ES,"Puerto De Carboneras",PUE90,Carboneras,Almería,37,-1.88,"River Port",Active,Medium,29362703,1269334,6865714,0.9,67,71,80,72.67,Medium,"Agriculture, Energy, Chemicals",11,"Optimize supply chain through Puerto De Carboneras to reduce delays.","The port of Puerto De Carboneras is located in Carboneras, Almería. It plays a significant role in the region's trade."
ES,Palamos,PAL64,Palamos,Spain,41.83,3.12,"Offshore Terminal",Active,High,27429852,3861829,3561682,0.74,52,62,17,43.67,Medium,"Automotive, Energy",16,"Optimize supply chain through Palamos to reduce delays.","The port of Palamos is located in Palamos, Spain. It plays a significant role in the region's trade."
ES,Sevilla,SEV40,Seville,Andalusia,37.37,-6,"Dry Port",Active,Medium,39971754,7110119,18958901,0.9,7,27,98,44,Medium,"Textiles, Machinery",19,"Optimize supply chain through Sevilla to reduce delays.","The port of Sevilla is located in Seville, Andalusia. It plays a significant role in the region's trade."
ES,Motril,MOT45,Motril,Andalusia,36.75,-3.52,"Offshore Terminal",Active,High,24722284,6458040,8928267,0.5,56,40,41,45.67,Medium,"Textiles, Machinery, Agriculture",3,"Optimize supply chain through Motril to reduce delays.","The port of Motril is located in Motril, Andalusia. It plays a significant role in the region's trade."
ES,Cartagena,CAR55,Cartagena,Murcia,37.58,-0.98,"Offshore Terminal",Active,Medium,44327117,7311482,17583891,0.63,40,23,62,41.67,Medium,Chemicals,14,"Optimize supply chain through Cartagena to reduce delays.","The port of Cartagena is located in Cartagena, Murcia. It plays a significant role in the region's trade."
ES,"Santa Cruz De La Palma",SAN34,"Santa Cruz De La Palma",Spain,28.68,-17.75,Seaport,Active,Medium,2839001,4723071,757249,0.91,40,28,51,39.67,Low,Agriculture,8,"Optimize supply chain through Santa Cruz De La Palma to reduce delays.","The port of Santa Cruz De La Palma is located in Santa Cruz De La Palma, Spain. It plays a significant role in the region's trade."
ES,"Palma De Mallorca",PAL79,Palma,"Balearic Islands",39.57,2.63,"River Port",Active,Low,16776036,6143590,2581896,0.9,98,2,10,36.67,Low,"Textiles, Agriculture",5,"Optimize supply chain through Palma De Mallorca to reduce delays.","The port of Palma De Mallorca is located in Palma, Balearic Islands. It plays a significant role in the region's trade."
LK,"Trincomalee Harbor",TRI27,"China Bay","Eastern Province",8.55,81.22,"Dry Port",Active,Medium,12041677,2710037,9676729,0.96,52,69,35,52,Medium,"Energy, Electronics",8,"Optimize supply chain through Trincomalee Harbor to reduce delays.","The port of Trincomalee Harbor is located in China Bay, Eastern Province. It plays a significant role in the region's trade."
LK,Colombo,COL94,Colombo,"Western Province",6.95,79.85,"Offshore Terminal",Active,High,8338219,7855796,5541657,0.71,55,58,91,68,Medium,"Energy, Automotive",8,"Optimize supply chain through Colombo to reduce delays.","The port of Colombo is located in Colombo, Western Province. It plays a significant role in the region's trade."
LK,Kankesanturai,KAN29,Kankesanturai,"Sri Lanka",9.82,80.05,"Dry Port",Active,Medium,10818078,1149483,8901420,0.69,64,30,33,42.33,Medium,Agriculture,3,"Optimize supply chain through Kankesanturai to reduce delays.","The port of Kankesanturai is located in Kankesanturai, Sri Lanka. It plays a significant role in the region's trade."
LK,"Galle Harbor",GAL38,Galle,"Southern Province",6.02,80.22,Seaport,Active,Medium,5254816,818525,9890377,0.77,7,27,67,33.67,Low,"Machinery, Textiles",8,"Optimize supply chain through Galle Harbor to reduce delays.","The port of Galle Harbor is located in Galle, Southern Province. It plays a significant role in the region's trade."
SD,"Beshayer Oil Terminal",BES68,Bashayer,"Red Sea State",19.4,37.32,"Dry Port",Active,Low,46448194,6337302,4509376,0.85,49,91,28,56,Medium,"Textiles, Electronics",14,"Optimize supply chain through Beshayer Oil Terminal to reduce delays.","The port of Beshayer Oil Terminal is located in Bashayer, Red Sea State. It plays a significant role in the region's trade."
SD,"Sawakin Harbor",SAW24,Sawakin,"Red Sea State",19.13,37.35,Seaport,Active,High,22099077,9917321,12648917,1,71,41,87,66.33,Medium,"Chemicals, Machinery",5,"Optimize supply chain through Sawakin Harbor to reduce delays.","The port of Sawakin Harbor is located in Sawakin, Red Sea State. It plays a significant role in the region's trade."
SD,"Al Khair Oil Terminal",ALK87,"Al Khair Oil Terminal",Sudan,19.58,37.25,"Offshore Terminal",Active,High,27311356,4263088,7745111,0.91,96,68,78,80.67,High,Machinery,16,"Optimize supply chain through Al Khair Oil Terminal to reduce delays.","The port of Al Khair Oil Terminal is located in Al Khair Oil Terminal, Sudan. It plays a significant role in the region's trade."
SD,"Port Sudan",POR69,"Port Sudan","Red Sea State",19.6,37.23,"River Port",Active,Low,11513728,8203761,17641547,0.7,14,58,13,28.33,Low,"Energy, Automotive",7,"Optimize supply chain through Port Sudan to reduce delays.","The port of Port Sudan is located in Port Sudan, Red Sea State. It plays a significant role in the region's trade."
SR,Paramaribo,PAR49,Paramaribo,Paramaribo,5.83,-55.17,"Dry Port",Active,Medium,28761765,6554870,19243238,0.99,47,78,78,67.67,Medium,Electronics,17,"Optimize supply chain through Paramaribo to reduce delays.","The port of Paramaribo is located in Paramaribo, Paramaribo. It plays a significant role in the region's trade."
SR,Moengo,MOE77,Moengo,Suriname,5.63,-54.42,"Offshore Terminal",Active,Low,8147587,9323943,7601934,0.58,59,57,50,55.33,Medium,"Energy, Electronics",18,"Optimize supply chain through Moengo to reduce delays.","The port of Moengo is located in Moengo, Suriname. It plays a significant role in the region's trade."
SR,"Nieuw Nickerie",NIE61,"Nieuw Nickerie",Suriname,5.95,-57,"River Port",Active,Medium,32459881,8640606,19591600,0.99,30,69,83,60.67,Medium,Energy,12,"Optimize supply chain through Nieuw Nickerie to reduce delays.","The port of Nieuw Nickerie is located in Nieuw Nickerie, Suriname. It plays a significant role in the region's trade."
SR,Paranam,PAR22,Paranam,Para,5.62,-55.1,"Dry Port",Active,Medium,7928578,4396325,1971761,0.74,58,26,13,32.33,Low,"Electronics, Machinery, Agriculture",4,"Optimize supply chain through Paranam to reduce delays.","The port of Paranam is located in Paranam, Para. It plays a significant role in the region's trade."
SJ,Barentsburg,BAR93,Barentsburg,"Svalbard and Jan Mayen",78.07,14.23,"Dry Port",Active,Medium,34955425,9320748,17378233,0.98,86,9,67,54,Medium,"Agriculture, Automotive, Chemicals",2,"Optimize supply chain through Barentsburg to reduce delays.","The port of Barentsburg is located in Barentsburg, Svalbard and Jan Mayen. It plays a significant role in the region's trade."
SJ,"Ny Alesund",NYA76,"Ny Alesund","Svalbard and Jan Mayen",78.92,11.95,Seaport,Active,High,3424165,1638418,11905397,0.5,88,48,54,63.33,Medium,"Automotive, Electronics",12,"Optimize supply chain through Ny Alesund to reduce delays.","The port of Ny Alesund is located in Ny Alesund, Svalbard and Jan Mayen. It plays a significant role in the region's trade."
SJ,Longyearbyen,LON99,Longyearbyen,"Svalbard and Jan Mayen",78.2,15.7,"Dry Port",Active,Medium,40841869,3129814,19749732,0.88,88,62,34,61.33,Medium,"Energy, Automotive",12,"Optimize supply chain through Longyearbyen to reduce delays.","The port of Longyearbyen is located in Longyearbyen, Svalbard and Jan Mayen. It plays a significant role in the region's trade."
SE,Landskrona,LAN77,Landskrona,Skåne,55.87,12.83,"Dry Port",Active,Low,37687469,7909759,11833994,0.98,32,93,65,63.33,Medium,"Chemicals, Electronics",18,"Optimize supply chain through Landskrona to reduce delays.","The port of Landskrona is located in Landskrona, Skåne. It plays a significant role in the region's trade."
SE,"Umea Hamn",UME43,Umea,"Västerbotten County",63.7,20.35,Seaport,Active,High,36009151,6608182,3766875,0.65,91,94,77,87.33,High,"Automotive, Machinery",15,"Optimize supply chain through Umea Hamn to reduce delays.","The port of Umea Hamn is located in Umea, Västerbotten County. It plays a significant role in the region's trade."
SE,Figeholm,FIG22,Figeholm,Sweden,57.37,16.5,Seaport,Active,Medium,12580797,4135483,13319803,0.83,4,18,55,25.67,Low,"Chemicals, Machinery",6,"Optimize supply chain through Figeholm to reduce delays.","The port of Figeholm is located in Figeholm, Sweden. It plays a significant role in the region's trade."
SE,Hoganas,HOG72,Hoganas,Sweden,56.2,12.55,Seaport,Active,Low,49805992,6377200,14410874,0.76,89,82,29,66.67,Medium,"Electronics, Chemicals, Energy",8,"Optimize supply chain through Hoganas to reduce delays.","The port of Hoganas is located in Hoganas, Sweden. It plays a significant role in the region's trade."
SE,Visby,VIS58,Visby,Gotland,57.63,18.28,"Dry Port",Active,Low,16939408,1604161,9854752,0.56,47,59,52,52.67,Medium,"Machinery, Agriculture",7,"Optimize supply chain through Visby to reduce delays.","The port of Visby is located in Visby, Gotland. It plays a significant role in the region's trade."
SE,Helsingborg,HEL97,Helsingborg,"Skåne County",56.05,12.7,"Offshore Terminal",Active,Low,10343154,3881380,16961098,0.62,19,20,19,19.33,Low,Automotive,10,"Optimize supply chain through Helsingborg to reduce delays.","The port of Helsingborg is located in Helsingborg, Skåne County. It plays a significant role in the region's trade."
SE,Skelleftehamn,SKE34,Skelleftehamn,"Västerbotten County",64.68,21.23,"Dry Port",Active,Medium,41442761,9843326,5460133,0.63,17,66,38,40.33,Medium,Automotive,20,"Optimize supply chain through Skelleftehamn to reduce delays.","The port of Skelleftehamn is located in Skelleftehamn, Västerbotten County. It plays a significant role in the region's trade."
SE,Karlskrona,KAR21,Karlskrona,Blekinge,56.17,15.6,Seaport,Active,Low,39356753,8079021,2405823,0.59,78,51,96,75,Medium,Electronics,15,"Optimize supply chain through Karlskrona to reduce delays.","The port of Karlskrona is located in Karlskrona, Blekinge. It plays a significant role in the region's trade."
SE,Hudiksvall,HUD90,Hudiksvall,Gävleborg,61.73,17.12,Seaport,Active,Low,27433275,5242360,12836022,0.68,77,16,98,63.67,Medium,"Textiles, Automotive",10,"Optimize supply chain through Hudiksvall to reduce delays.","The port of Hudiksvall is located in Hudiksvall, Gävleborg. It plays a significant role in the region's trade."
SY,"Al Ladhiqiyah",ALL47,Lattakia,Latakia,35.53,35.77,"River Port",Active,High,26521342,4361265,3065727,0.96,100,15,74,63,Medium,"Electronics, Machinery, Energy",18,"Optimize supply chain through Al Ladhiqiyah to reduce delays.","The port of Al Ladhiqiyah is located in Lattakia, Latakia. It plays a significant role in the region's trade."
SY,Tartus,TAR71,Tartous,Tartus,34.9,35.87,"Offshore Terminal",Active,High,34439435,7057055,4455866,0.56,91,22,64,59,Medium,"Agriculture, Automotive",13,"Optimize supply chain through Tartus to reduce delays.","The port of Tartus is located in Tartous, Tartus. It plays a significant role in the region's trade."
SY,Baniyas,BAN76,Banias,Tartus,35.18,35.95,"Dry Port",Active,High,42133107,798641,14005372,0.57,37,68,95,66.67,Medium,Machinery,13,"Optimize supply chain through Baniyas to reduce delays.","The port of Baniyas is located in Banias, Tartus. It plays a significant role in the region's trade."
TW,"Dagu Tanggu",DAG45,Tianjin,Tianjin,38.97,117.67,"Dry Port",Active,High,7867972,6337773,2952043,0.54,76,89,92,85.67,High,"Textiles, Electronics",11,"Optimize supply chain through Dagu Tanggu to reduce delays.","The port of Dagu Tanggu is located in Tianjin, Tianjin. It plays a significant role in the region's trade."
TW,Changzhou,CHA73,Changzhou,"Taiwan, Province of China",31.97,119.98,"River Port",Active,High,29778775,9369759,14042141,0.93,77,92,68,79,High,"Textiles, Automotive",7,"Optimize supply chain through Changzhou to reduce delays.","The port of Changzhou is located in Changzhou, Taiwan, Province of China. It plays a significant role in the region's trade."
TW,Chiwan,CHI96,Chiwan,"Taiwan, Province of China",19.97,110.03,"Dry Port",Active,Medium,13543607,819268,1446368,0.84,87,66,45,66,Medium,Machinery,11,"Optimize supply chain through Chiwan to reduce delays.","The port of Chiwan is located in Chiwan, Taiwan, Province of China. It plays a significant role in the region's trade."
TW,Yingkou,YIN52,Yingkou,Liaoning,40.68,122.23,"Offshore Terminal",Active,Low,32935768,8706769,14671379,0.57,15,4,5,8,Low,"Automotive, Electronics",4,"Optimize supply chain through Yingkou to reduce delays.","The port of Yingkou is located in Yingkou, Liaoning. It plays a significant role in the region's trade."
TW,"Shan T Ou",SHA38,Shantou,Guangdong,23.37,116.68,"Offshore Terminal",Active,Medium,5012159,7575793,9218528,1,66,59,38,54.33,Medium,"Agriculture, Machinery",6,"Optimize supply chain through Shan T Ou to reduce delays.","The port of Shan T Ou is located in Shantou, Guangdong. It plays a significant role in the region's trade."
TW,Zhanjiang,ZHA95,Zhanjiang,Guangdong,21.2,110.4,"Offshore Terminal",Active,High,47531523,1124290,2587999,0.6,44,91,51,62,Medium,"Textiles, Energy",2,"Optimize supply chain through Zhanjiang to reduce delays.","The port of Zhanjiang is located in Zhanjiang, Guangdong. It plays a significant role in the region's trade."
TW,"Huludao Gang",HUL99,Huludao,Liaoning,40.7,120.98,"Offshore Terminal",Active,High,38649901,8344137,3168623,0.89,56,49,49,51.33,Medium,Agriculture,11,"Optimize supply chain through Huludao Gang to reduce delays.","The port of Huludao Gang is located in Huludao, Liaoning. It plays a significant role in the region's trade."
TW,Lanshan,LAN87,Lanshan,"Taiwan, Province of China",30.1,119.37,"Offshore Terminal",Active,High,46249190,9687983,3565404,0.72,56,18,97,57,Medium,Textiles,11,"Optimize supply chain through Lanshan to reduce delays.","The port of Lanshan is located in Lanshan, Taiwan, Province of China. It plays a significant role in the region's trade."
TW,Qinhuangdao,QIN21,Qinhuangdao,Hebei,39.93,119.62,"Dry Port",Active,Medium,3848333,1245134,3354514,0.69,9,52,81,47.33,Medium,"Energy, Agriculture, Textiles",17,"Optimize supply chain through Qinhuangdao to reduce delays.","The port of Qinhuangdao is located in Qinhuangdao, Hebei. It plays a significant role in the region's trade."
TZ,"Kilwa Kivinje",KIL51,"Kilwa Kivinje","Tanzania, United Republic of",-8.73,39.42,Seaport,Active,High,23910833,1333412,9465032,0.95,46,10,10,22,Low,"Electronics, Chemicals",10,"Optimize supply chain through Kilwa Kivinje to reduce delays.","The port of Kilwa Kivinje is located in Kilwa Kivinje, Tanzania, United Republic of. It plays a significant role in the region's trade."
TZ,Tanga,TAN52,Tanga,"Tanzania, United Republic of",-5.08,39.12,"Offshore Terminal",Active,Medium,49203516,8468659,16760102,0.54,3,11,4,6,Low,Chemicals,14,"Optimize supply chain through Tanga to reduce delays.","The port of Tanga is located in Tanga, Tanzania, United Republic of. It plays a significant role in the region's trade."
TZ,"Mjimwema Terminal",MJI69,Mjimwema,"Dar es Salaam",-6.82,39.37,"Dry Port",Active,Medium,34982965,6494302,6741076,0.56,89,58,40,62.33,Medium,"Energy, Chemicals",6,"Optimize supply chain through Mjimwema Terminal to reduce delays.","The port of Mjimwema Terminal is located in Mjimwema, Dar es Salaam. It plays a significant role in the region's trade."
TZ,"Chake Chake",CHA48,"Chake Chake","Tanzania, United Republic of",-5.25,39.77,"River Port",Active,Low,9979851,913712,18159308,0.75,61,69,87,72.33,Medium,"Energy, Chemicals",6,"Optimize supply chain through Chake Chake to reduce delays.","The port of Chake Chake is located in Chake Chake, Tanzania, United Republic of. It plays a significant role in the region's trade."
TZ,"Dar Es Salaam",DAR93,Dar-es-Salaam,Dar-es-Salaam,-6.82,39.3,"River Port",Active,Low,29365023,3879381,15937405,0.88,48,33,40,40.33,Medium,"Textiles, Energy",9,"Optimize supply chain through Dar Es Salaam to reduce delays.","The port of Dar Es Salaam is located in Dar-es-Salaam, Dar-es-Salaam. It plays a significant role in the region's trade."
TZ,Mikindani,MIK59,Mikindani,"Tanzania, United Republic of",-10.27,40.13,"River Port",Active,Low,18867032,9385474,6231710,0.63,79,52,44,58.33,Medium,"Textiles, Electronics",14,"Optimize supply chain through Mikindani to reduce delays.","The port of Mikindani is located in Mikindani, Tanzania, United Republic of. It plays a significant role in the region's trade."
TZ,Mtwara,MTW51,Mtwara,"Mtwara Region",-10.27,40.2,Seaport,Active,Low,31368298,5363904,3574390,0.67,78,59,14,50.33,Medium,"Agriculture, Energy",6,"Optimize supply chain through Mtwara to reduce delays.","The port of Mtwara is located in Mtwara, Mtwara Region. It plays a significant role in the region's trade."
TZ,Zanzibar,ZAN68,Zanzibar,"Zanzibar Central/South",-6.17,39.18,"Dry Port",Active,Medium,48919521,3133392,16514321,0.75,73,15,93,60.33,Medium,"Machinery, Energy",20,"Optimize supply chain through Zanzibar to reduce delays.","The port of Zanzibar is located in Zanzibar, Zanzibar Central/South. It plays a significant role in the region's trade."
TH,"Kantang Harbor",KAN11,"Kantang Harbor",Thailand,7.4,99.52,"River Port",Active,Medium,47536931,2142733,17861263,0.55,60,40,89,63,Medium,"Textiles, Automotive",14,"Optimize supply chain through Kantang Harbor to reduce delays.","The port of Kantang Harbor is located in Kantang Harbor, Thailand. It plays a significant role in the region's trade."
TH,Pattani,PAT16,Pattani,Songkhla,6.95,101.3,"Offshore Terminal",Active,Medium,4172295,7241514,4801072,1,92,77,21,63.33,Medium,Machinery,13,"Optimize supply chain through Pattani to reduce delays.","The port of Pattani is located in Pattani, Songkhla. It plays a significant role in the region's trade."
TH,"Si Racha",SIR75,"Si Racha","Chon Buri",13.17,100.92,"Dry Port",Active,High,16751026,3756886,11223253,0.75,11,26,1,12.67,Low,"Chemicals, Electronics, Machinery",17,"Optimize supply chain through Si Racha to reduce delays.","The port of Si Racha is located in Si Racha, Chon Buri. It plays a significant role in the region's trade."
TH,"Si Racha Terminal",SIR87,"Koh Si Chang",Chonburi,13.12,100.88,"Offshore Terminal",Active,High,30384587,7966353,19379008,0.89,42,3,25,23.33,Low,Electronics,12,"Optimize supply chain through Si Racha Terminal to reduce delays.","The port of Si Racha Terminal is located in Koh Si Chang, Chonburi. It plays a significant role in the region's trade."
TH,"Petchburi Terminal",PET56,"Petchburi Terminal",Thailand,13.17,100.15,"River Port",Active,Medium,35129729,3055558,7128276,0.79,17,94,15,42,Medium,"Agriculture, Energy",13,"Optimize supply chain through Petchburi Terminal to reduce delays.","The port of Petchburi Terminal is located in Petchburi Terminal, Thailand. It plays a significant role in the region's trade."
TL,Dili,DIL48,Dili,Dili,-8.53,125.58,"River Port",Active,Medium,41627621,2378716,16155765,0.82,35,95,92,74,Medium,Energy,8,"Optimize supply chain through Dili to reduce delays.","The port of Dili is located in Dili, Dili. It plays a significant role in the region's trade."
TG,Lome,LOM81,Lome,Maritime.,6.13,1.28,Seaport,Active,Medium,38332598,1348585,14392367,0.68,92,4,58,51.33,Medium,Textiles,18,"Optimize supply chain through Lome to reduce delays.","The port of Lome is located in Lome, Maritime.. It plays a significant role in the region's trade."
TG,Kpeme,KPE38,Kpeme,Togo,6.2,1.52,"Dry Port",Active,High,9529785,1329631,13336780,0.91,1,38,56,31.67,Low,"Energy, Textiles",20,"Optimize supply chain through Kpeme to reduce delays.","The port of Kpeme is located in Kpeme, Togo. It plays a significant role in the region's trade."
TO,"Nuku Alofa",NUK66,Nuku'alofa,Tongatapu,-21.13,-175.2,Seaport,Active,High,41500408,6930235,10620430,0.7,94,83,70,82.33,High,"Automotive, Agriculture",15,"Optimize supply chain through Nuku Alofa to reduce delays.","The port of Nuku Alofa is located in Nuku'alofa, Tongatapu. It plays a significant role in the region's trade."
TO,Pangai,PAN13,Pangai,Tonga,-19.8,-174.35,"Dry Port",Active,Medium,36060233,2986863,17570235,0.98,89,87,35,70.33,Medium,"Energy, Agriculture",18,"Optimize supply chain through Pangai to reduce delays.","The port of Pangai is located in Pangai, Tonga. It plays a significant role in the region's trade."
TO,Neiafu,NEI23,Neiafu,Tonga,-18.65,-173.98,"Dry Port",Active,Low,28460714,7003688,14488427,0.65,45,97,99,80.33,High,"Automotive, Electronics",19,"Optimize supply chain through Neiafu to reduce delays.","The port of Neiafu is located in Neiafu, Tonga. It plays a significant role in the region's trade."
TT,"Point Lisas Port",POI99,Pointe-a-Pierre,"Trinidad and Tobago",10.38,-61.48,"Offshore Terminal",Active,Low,7030261,8154971,9034058,0.77,93,98,9,66.67,Medium,"Automotive, Agriculture",20,"Optimize supply chain through Point Lisas Port to reduce delays.","The port of Point Lisas Port is located in Pointe-a-Pierre, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,"Point Lisas Industrial Port",POI50,"Point Lisas",Couva-Tabaquite-Talparo,10.4,-61.5,Seaport,Active,Medium,22899846,6702972,5417856,0.66,40,54,25,39.67,Low,"Agriculture, Textiles",2,"Optimize supply chain through Point Lisas Industrial Port to reduce delays.","The port of Point Lisas Industrial Port is located in Point Lisas, Couva-Tabaquite-Talparo. It plays a significant role in the region's trade."
TT,"Point Fortin",POI72,"Point Fortin","Point Fortin",10.2,-61.7,"Offshore Terminal",Active,High,33133745,6843235,9343436,0.54,85,18,87,63.33,Medium,"Electronics, Automotive, Agriculture",12,"Optimize supply chain through Point Fortin to reduce delays.","The port of Point Fortin is located in Point Fortin, Point Fortin. It plays a significant role in the region's trade."
TT,Chaguaramas,CHA32,Chaguaramas,"Trinidad and Tobago",10.68,-61.65,"Dry Port",Active,Medium,2480415,5371164,19377775,0.72,80,14,11,35,Low,"Textiles, Chemicals",11,"Optimize supply chain through Chaguaramas to reduce delays.","The port of Chaguaramas is located in Chaguaramas, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,"Anse Tembladora",ANS13,"Anse Tembladora","Trinidad and Tobago",10.68,-61.58,"River Port",Active,High,31532034,9409038,7677605,0.51,9,33,50,30.67,Low,"Energy, Agriculture",10,"Optimize supply chain through Anse Tembladora to reduce delays.","The port of Anse Tembladora is located in Anse Tembladora, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,Scarborough,SCA15,Scarborough,"Trinidad and Tobago",11.18,-60.73,"Dry Port",Active,Medium,40179677,4648172,11173017,0.77,88,33,69,63.33,Medium,"Automotive, Agriculture",17,"Optimize supply chain through Scarborough to reduce delays.","The port of Scarborough is located in Scarborough, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,"Port Of Spain",POR90,"Port of Spain","Trinidad and Tobago",10.65,-61.52,"River Port",Active,High,34851025,5485153,19104174,0.69,52,37,78,55.67,Medium,"Machinery, Agriculture",20,"Optimize supply chain through Port Of Spain to reduce delays.","The port of Port Of Spain is located in Port of Spain, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,"Galeota Point Terminal",GAL88,"Port of Spain","Trinidad and Tobago",10.13,-60.98,"River Port",Active,Low,20911808,5024153,2023679,0.66,31,76,28,45,Medium,Agriculture,8,"Optimize supply chain through Galeota Point Terminal to reduce delays.","The port of Galeota Point Terminal is located in Port of Spain, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,"Pointe A Pierre",POI85,Pointe-a-Pierre,"Trinidad and Tobago",10.32,-61.47,"Dry Port",Active,Medium,14783627,6340753,8711755,0.66,94,100,78,90.67,High,"Energy, Electronics, Machinery",15,"Optimize supply chain through Pointe A Pierre to reduce delays.","The port of Pointe A Pierre is located in Pointe-a-Pierre, Trinidad and Tobago. It plays a significant role in the region's trade."
TT,Brighton,BRI22,Brighton,"Trinidad and Tobago",10.25,-61.63,"Dry Port",Active,Low,25352765,6077239,13178810,0.8,35,87,94,72,Medium,Electronics,13,"Optimize supply chain through Brighton to reduce delays.","The port of Brighton is located in Brighton, Trinidad and Tobago. It plays a significant role in the region's trade."
TN,Skhira,SKH24,"La Skhirra",Sfax,34.28,10.1,"River Port",Active,Low,8815179,264048,16074944,0.96,74,82,12,56,Medium,Machinery,14,"Optimize supply chain through Skhira to reduce delays.","The port of Skhira is located in La Skhirra, Sfax. It plays a significant role in the region's trade."
TN,"Tazerka Oil Terminal",TAZ51,"Tazerka Oil Terminal",Tunisia,36.6,11.68,"Dry Port",Active,High,14017318,8258047,19422202,0.63,94,57,17,56,Medium,Energy,17,"Optimize supply chain through Tazerka Oil Terminal to reduce delays.","The port of Tazerka Oil Terminal is located in Tazerka Oil Terminal, Tunisia. It plays a significant role in the region's trade."
TN,"La Goulette",LAG36,"La Goulette",Tunis,36.8,10.3,"River Port",Active,Medium,16156284,5153704,4955926,0.79,39,72,40,50.33,Medium,"Textiles, Energy, Chemicals",16,"Optimize supply chain through La Goulette to reduce delays.","The port of La Goulette is located in La Goulette, Tunis. It plays a significant role in the region's trade."
TN,Gabes,GAB76,Gabes,Gabes,33.9,10.12,"Offshore Terminal",Active,Low,28446713,5581967,11624674,0.77,53,98,87,79.33,High,"Chemicals, Energy, Electronics",2,"Optimize supply chain through Gabes to reduce delays.","The port of Gabes is located in Gabes, Gabes. It plays a significant role in the region's trade."
TN,Tunis,TUN50,Tunis,Tunis,36.8,10.25,Seaport,Active,Low,48312915,9026348,10650463,0.69,92,65,55,70.67,Medium,Energy,6,"Optimize supply chain through Tunis to reduce delays.","The port of Tunis is located in Tunis, Tunis. It plays a significant role in the region's trade."
